"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C162577",-1,0,0,0,0,,7/1/2019 0:00:00,0,0,"Targeted Therapy","KN026","KN026","Anti-HER-2 Bispecific Antibody KN026","An engineered Fc-based heterodimeric bispecific monoclonal antibody, derived from trastuzumab and pertuzumab, directed against two distinct epitopes of the extracellular dimerization domain of the tumor-associated antigen (TAA) human tyrosine kinase receptor epidermal growth factor receptor 2 (HER2; ErbB2; HER-2), with potential immunomodulating and antineoplastic activities. Upon administration, anti-HER-2 bispecific antibody KN026 simultaneously targets and binds to two separate, non-overlapping epitopes of HER-2, thereby inhibiting HER-2 heterodimerization and prevents the activation of HER-2 signaling pathways. By binding to HER-2, KN026 induces an antibody-dependent cell-mediated cytotoxicity (ADCC) against tumor cells that overexpress HER-2. This results in tumor cell apoptosis and inhibits tumor cell proliferation of HER-2-overexpressing tumor cells. HER-2, overexpressed on a variety of tumor cell types, plays an important role in proliferation, differentiation and survival.",
"C162625",-1,0,0,0,0,,11/8/2018 0:00:00,0,0,"Immunomodulatory Immunotherapy","INCAGN02390","INCAGN02390","Anti-TIM-3 Monoclonal Antibody INCAGN02390","A fully human Fc-engineered immunoglobulin G1 kappa (IgG1kappa) antibody directed against the inhibitory T-cell receptor T-cell immunoglobulin and mucin domain-containing protein 3 (TIM-3; TIM3; hepatitis A virus cellular receptor 2; HAVCR2), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, INCAGN02390 forms a high-affinity interaction with TIM-3 expressed on certain T-cells, thereby preventing the engagement of TIM-3 by its ligands, phosphatidylserine (PtdSer) and galectin-9. This abrogates T-cell inhibition, activates antigen-specific T-lymphocytes and enhances cytotoxic T-cell-mediated tumor cell lysis, which results in a reduction in tumor cell proliferation. Additionally, INCAGN02390 elicits TIM-3 receptor internalization, potentially preventing interactions with other ligands.TIM-3, a transmembrane protein and immune checkpoint receptor expressed on certain lymphocytes, including tumor infiltrating lymphocytes (TILs), is associated with tumor-mediated immune suppression.",
"C162626",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Autologous Anti-gp100CAR-CD3zeta-4-1BB-IL-15-PD1-expressing Tri-functional T-lymphocytes","Autologous Anti-gp100CAR-CD3zeta-4-1BB-IL-15-PD1-expressing Tri-functional T-lymphocytes","Autologous Anti-gp100CAR-CD3zeta-4-1BB-IL-15-PD1-expressing Tri-functional T-lymphocytes","A preparation of autologous T-lymphocytes that have been transduced with a lentiviral vector encoding a tri-functional chimeric antigen receptor (TriCAR) comprised of an extracellular domain consisting of an antigen binding domain specific to glycoprotein 100 (gp100) peptides 209-217 complexed with human leucocyte antigen A2 (HLA-A2), interleukin 15 (IL-15) and programmed cell death 1 (PD1; PDCD1; CD279; programmed death-1), which are linked by a transmembrane domain to the intracellular signaling domains of 4-1BB (CD137) and the zeta chain of the TCR/CD3 complex (TCRzeta; CD247; CD3zeta), with potential antineoplastic activity. Upon administration, the autologous anti-gp100CAR-CD3zeta-4-1BB-IL-15-PD1-expressing tri-functional T-lymphocytes selectively bind to gp100 peptides presented by HLA-A2. Upon binding to the gp100-HLA complex, the T-cells release cytokines and induce selective toxicity in gp100-expressing tumor cells. IL-15 is a pro-survival cytokine that promotes T-cell persistence and potentiates the immune response against tumor cells. The PD1 moiety binds to programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274) on tumor cells, reversing T-cell inactivation caused by endogenous PD1/PD-L1 signaling and enhancing the cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune response against PD-L1-expressing tumor cells.",
"C162636",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-PD-1 Monoclonal Antibody F520","Anti-PD-1 Monoclonal Antibody F520","Anti-PD-1 Monoclonal Antibody F520","A human immunoglobulin G1 (IgG1) monoclonal antibody directed against the negative immunoregulatory human cell receptor programmed cell death protein 1 (PD-1; PDCD1; CD279), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD-1 monoclonal antibody F520 targets, binds to and inhibits PD-1 and its downstream signaling pathways. This may restore immune function through the activation of T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin superfamily (IgSF) expressed on T-cells, functions as an immune checkpoint that negatively regulates T-cell activation and effector function when activated by its ligands programmed cell death-1 ligand 1 (PD-L1; B7-H1; CD274) and 2 (PD-L2); it plays an important role in tumor evasion from host immunity.",
"C162649",-1,0,0,0,0,,9/24/2019 0:00:00,0,0,"Targeted Therapy","MT-5111","MT-5111","Engineered Toxin Body Targeting HER2 MT-5111","An engineered toxin body (ETB) composed of a single chain variable fragment (scFv) from an antibody targeting the human epidermal growth factor receptor 2 (HER2; HER-2), fused to the enzymatically active de-immunized, ribosome-inactivating cytotoxic payload Shiga-like toxin-A subunit (SLTA), with potential antineoplastic activity. Upon administration, the scFv moiety of MT-5111 specifically targets and binds to a distinct epitope on HER2-expressing cells. Upon internalization, the SLTA moiety is released and acts as an N-glycosidase, which binds to and cleaves an adenine nucleobase in the 28S RNA component of the 60S subunit of ribosomes and prevents ribosome activity. This inhibits protein synthesis and leads to apoptosis in HER2-expressing tumor cells. HER2, a tumor-associated antigen (TAA), is overexpressed in a variety of tumor cell types.",
"C162676",-1,0,0,0,0,,8/12/2019 0:00:00,0,0,"Targeted Therapy","TPX-0022","TPX-0022","Multi-kinase Inhibitor TPX-0022","An orally bioavailable, multi-targeted kinase inhibitor with potential antineoplastic activity. Upon oral administration, multi-kinase inhibitor TPX-0022 binds to and inhibits three tyrosine kinases that are often overexpressed in a variety of cancer cell types, including MET (c-Met; hepatocyte growth factor receptor; HGFR) , Src, and colony stimulating factor 1 receptor (CSF1R; CSF-1R; C-FMS; CD115; macrophage colony-stimulating factor receptor; M-CSFR) thereby disrupting their respective signaling pathways. MET, a receptor tyrosine kinase overexpressed or mutated in many tumor cell types, plays an important role in tumor cell proliferation, survival, invasion, and metastasis, and in tumor angiogenesis. Src, a non-receptor tyrosine kinase upregulated in many tumor cell types, plays an important role in tumor cell proliferation, motility, invasiveness and survival. CSF1R is a cell-surface receptor for colony stimulating factor 1 (CSF1); this receptor tyrosine kinase is overexpressed by tumor-associated macrophages (TAMs) in the tumor microenvironment (TME), and plays a major role in both immune suppression and the induction of tumor cell proliferation.",
"C162693",-1,0,0,0,0,,3/28/2019 0:00:00,0,0,"Targeted Therapy","TTX-030","TTX-030","Anti-CD39 Monoclonal Antibody TTX-030","A fully human monoclonal antibody directed against the cell surface receptor CD39 (cluster of differentiation 39; ectonucleoside triphosphate diphosphohydrolase-1; NTPDase1; ENTPD1) with potential immunomodulating and antineoplastic activities. Upon administration, anti-CD39 monoclonal antibody TTX-030 specifically binds to the CD39 antigen, which may inhibit both the conversion of adenosine triphosphate (ATP) to adenosine monophosphate (AMP) and the subsequent generation of immunosuppressive extracellular adenosine in the tumor microenvironment (TME). CD39, a cell surface ectonucleosidase, is upregulated on tumor cells as an immune evasion strategy; blocking its action may promote the stimulation of dendritic and other myeloid-derived cells that are necessary for both innate and adaptive immunity.",
"C162699",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-CD70 CAR-expressing T Lymphocytes","Anti-CD70 CAR-expressing T Lymphocytes","Anti-CD70 CAR-expressing T Lymphocytes","A preparation of human T-lymphocytes transduced with a recombinant viral vector encoding a chimeric T-cell receptor (chimeric antigen receptor or CAR) consisting of one or more binding domains that target the tumor-associated antigen (TAA) CD70 (CD27 ligand; tumor necrosis factor superfamily member 7; TNFSF7) fused to one or more co-stimulatory TCR-signaling domains, with potential immunostimulating and antineoplastic activities. Upon administration, the anti-CD70 CAR-expressing T-lymphocytes, express anti-CD70-CAR on their cell surfaces and bind to the CD70 antigen on tumor cell surfaces thereby neutralizing the activity of CD70. This may induce antibody-dependent cellular cytotoxicity (ADCC) against CD70-expressing tumor cells. CD70, a cytokine belonging to the tumor necrosis superfamily (TNFSF) and the ligand for the costimulatory receptor CD27, is expressed on the surfaces of various types of cancer cells; its overexpression may play an important role in the evasion of immune surveillance.",
"C162749",-1,0,0,0,0,,8/12/2019 0:00:00,0,0,"Targeted Therapy","ASTX295","ASTX295","MDM2 Antagonist ASTX295","An orally available, small molecule inhibitor of the human homolog of murine double minute 2 (MDM2; HDM2), with potential antineoplastic activity. Upon oral administration, MDM2 antagonist ASTX295 targets and binds to MDM2 protein and prevents its binding to the transcriptional activation domain of the tumor suppressor protein p53. This prevents p53 proteasomal degradation and restores the transcriptional activity of p53. This leads to p53-mediated induction of apoptosis in cancers with a wild-type p53 gene. MDM2, an E3 ubiquitin ligase, regulates the level and activity of p53.",
"C162765",-1,0,0,0,-1,"Existing unreviewed code",,0,0,,"CD3+/CD19+ Cell-depleted Unrelated or Partially Matched Donor-derived Allogeneic Peripheral Blood Stem Cells","CD3+/CD19+ Cell-depleted Unrelated or Partially Matched Donor-derived Allogeneic Peripheral Blood Stem Cells","CD3+/CD19+ Cell-depleted Unrelated or Partially Matched Donor-derived Allogeneic Peripheral Blood Stem Cells","A preparation of allogeneic peripheral blood stem cells (PBSCs) from an unrelated or partially matched related donor that have been selectively depleted of CD3-positive  (CD3+) T-cells and CD19-positive (CD19+) B-cells via leukapheresis with potential immune reconstituting activity. The CD3+/CD19+ cell-depleted PBSCs are used for allogeneic hematopoietic cell transplantation (HCT) and may allow for rapid and sustained engraftment, immune reconstitution, and may prevent or reduce graft-versus-host disease (GvHD) and Epstein-Barr virus (EBV)-driven post-transplant lymphoproliferative disorders.",
"C162774",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-PD1/Anti-CTLA4 Antibody Mixture PSB205","Anti-PD1/Anti-CTLA4 Antibody Mixture PSB205","Anti-PD1/Anti-CTLA4 Antibody Mixture PSB205","A mixture of two engineered monoclonal antibodies produced by a single cell line of which one is directed against the human negative immunoregulatory checkpoint receptor programmed cell death protein 1 (PD-1; PDCD1; CD279) and the other one is directed against the cytotoxic T-lymphocyte-associated antigen 4 (CTLA4; CTLA-4), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD1/anti-CTLA4 antibody mixture PSB205 targets and binds to both PD-1 and CTLA4 expressed on tumor-infiltrating lymphocytes (TILs) and inhibits the PD-1- and CTLA4-mediated downregulation of T-cell activation and proliferation. This restores immune function and activates a cytotoxic T-lymphocyte (CTL)-mediated immune response against tumor cells. Both PD-1 and CTLA4 are selectively expressed on TILs in the tumor microenvironment (TME) and negatively regulate the activation and effector functions of T-cells. They play key roles in the downregulation of the immune system and tumor evasion from host immunity. Dual checkpoint blockade of PD1 and CTLA4 enhances T-cell activation and proliferation more than the blockade of either immune checkpoint receptor alone.",
"C162804",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Autologous Genetically-modified MAGE-A4 C1032 CD8alpha T Cells","Autologous Genetically-modified MAGE-A4 C1032 CD8alpha T Cells","Autologous Genetically-modified MAGE-A4 C1032 CD8alpha T Cells","Autologous human T-lymphocytes transduced with a retroviral vector encoding a T-cell receptor (TCR) specific for the human melanoma antigen A4 (MAGE-A4) and the CD8alpha co-receptor, with potential immunostimulatory and antineoplastic activities. Upon leukapheresis, isolation, transduction, expansion ex vivo, and reintroduction into the patient, the autologous genetically-modified MAGE-A4 C1032 CD8alpha T-cells bind to tumor cells expressing MAGE-A4. This may result in both inhibition of growth and increased cell death of MAGE-A4-expressing tumor cells. The tumor-associated antigen MAGE-A4, a member of the MAGE-A family of cancer testis antigens, is overexpressed by a variety of cancer cell types. Co-expression of CD8alpha may broaden the immune response against tumors and increase antitumor activity by converting CD4+ helper T-cells into CD8+ cytotoxic T-cells.",
"C162805",-1,0,0,0,0,,11/18/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","GAd-209-FSP","GAd-209-FSP",,"An off-the-shelf neoantigen priming vaccine comprised of a great ape adenovirus (GAd) encoding tumor-specific neoantigens (TSNAs) derived from as of yet undisclosed frameshift peptides (FSPs) with potential immunostimulatory and antineoplastic activities. Upon intramuscular administration of the adenoviral tumor-specific neoantigen priming vaccine GAd-209-FSP, the adenovirus infects cells and expresses the TSNAs. This stimulates the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the TSNAs, leading to tumor cell lysis. Adenoviral-TSNA priming vaccine GAd-209-FSP is followed by boosting with a vaccine that encodes the same target TSNAs.",
"C162856",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Autologous Anti-CD19 CAR-CD28 T-cells ET019002","Autologous Anti-CD19 CAR-CD28 T-cells ET019002","Autologous Anti-CD19 CAR-CD28 T-cells ET019002","A preparation of autologous T-lymphocytes that have been transduced with a lentiviral vector to express a chimeric antigen receptor (CAR) consisting of a single chain variable fragment (scFv) of anti-CD19, coupled to the costimulatory domain of CD28, with potential immunostimulating and antineoplastic activities. Upon transfusion, the autologous anti-CD19 CAR-CD28 T-cells ET019002 target, bind to, and induce selective toxicity in CD19-expressing B-cells. The CD19 antigen is a B-cell-specific cell surface antigen expressed in all B-cell lineage malignancies.",
"C162858",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"IDO1/TDO2 Inhibitor DN1406131","IDO1/TDO2 Inhibitor DN1406131","IDO1/TDO2 Inhibitor DN1406131","An inhibitor of both the enzymes indoleamine 2,3-dioxygenase 1 (IDO1; IDO-1) and tryptophan 2,3-dioxygenase 2 (TDO2; TDO-2), with potential immunomodulating and antineoplastic activities. Upon administration, IDO1/TDO2 inhibitor DN1406131 targets, binds to and inhibits both IDO1 and TDO2, which catalyze the first and rate-limiting step in the production of the immunosuppressive transcription factor aryl hydrocarbon receptor (AhR) ligand kynurenine (KYN). This inhibits the IDO1/TDO2-KYN-AhR pathway. Abrogation of AhR activation prevents the activation of immune-tolerant dendritic cells (DCs) and regulatory T-cells (Tregs) in the tumor microenvironment (TME). This may restore the immune response against tumor cells in which IDO1 and/or TDO2 are overexpressed. The IDO1/TDO2-KYN-AhR pathway is overexpressed in a variety of tumor cell types, plays a key role in immunosuppression and its expression is correlated with poor prognosis.",
"C162860",-1,0,0,0,-1,"Existing unreviewed code",,0,0,,"Zirconium Zr 89-labeled Envafolimab","Zirconium Zr 89-labeled Envafolimab","Zirconium Zr 89-labeled Envafolimab","A radioimmunoconjugate composed of envafolimab, a monoclonal antibody directed against programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274) and labeled with the radioisotope zirconium Zr 89, with potential use for assessing PD-L1 tumor antigen expression using positron emission tomography (PET). Upon administration of zirconium Zr 89-labeled envafolimab, the envafolimab moiety targets and binds to the PD-L1 expressed on certain tumor cells. Upon uptake and PET imaging, the radioisotope moiety can be visualized and the extent of PD-L1 expression can be assessed. This can be used to predict the therapeutic response to envafolimab and other PD-L1-targeting agents.",
"C162871",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-PD-1 Monoclonal Antibody BAT1306","Anti-PD-1 Monoclonal Antibody BAT1306","Anti-PD-1 Monoclonal Antibody BAT1306","A recombinant, humanized monoclonal antibody directed against the negative immunoregulatory human cell receptor programmed cell death protein 1 (PD-1; PDCD1; CD279), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD-1 monoclonal antibody BAT1306 targets, binds to and inhibits PD-1 and its downstream signaling pathways. This may restore immune function through the activation of T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin superfamily (IgSF) expressed on T-cells, functions as an immune checkpoint that negatively regulates T-cell activation and effector function when activated by its ligands programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274) or 2 (PD-L2); it plays an important role in tumor evasion from host immunity.",
"C162872",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-VEGF/TGF-beta 1 Fusion Protein HB-002T","Anti-VEGF/TGF-beta 1 Fusion Protein HB-002T","Anti-VEGF/TGF-beta 1 Fusion Protein HB-002T","A recombinant, human immunoglobulin Fc fusion protein targeting both the transforming growth factor (TGF) beta 1 (TGF-beta 1; TGFb1) and the vascular endothelial growth factor (VEGF), with potential anti-angiogenic and antineoplastic activities. Upon administration of anti-VEGF/TGF-beta 1 fusion protein HB-002T, the fusion protein specifically and selectively targets, binds to and neutralizes both TGF-beta 1 and VEGF. This prevents TGFb1- and VEGF-mediated signaling and abrogates VEGF/VEGFR-induced angiogenesis and TGFb1-mediated induction of VEGF, which further inhibits angiogenesis. It also inhibits TGFb1-mediated immunosuppression, thereby enhancing anti-tumor immunity in the tumor microenvironment (TME) and promoting a cytotoxic T-lymphocyte (CTL)-mediated immune response against tumor cells leading to tumor cell death.",
"C162874",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Neoantigen Vaccine GEN-009","Neoantigen Vaccine GEN-009","Neoantigen Vaccine GEN-009","A peptide-based, personalized cancer vaccine consisting of patient-specific mutated synthetic long peptides (SLPs), which are immunogenic and unique to the patient's tumor, with potential immunomodulating and antineoplastic activities. Upon subcutaneous vaccination with the personalized neoantigen peptide vaccine GEN-009, and administration along with the immunoadjuvant poly-ICLC, the peptides stimulate the host immune system to mount a specific and potent cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the neoantigens, which results in tumor cell lysis. The Antigen Lead Acquisition System (ATLAS) will be used to identify neoantigens in each patient's tumor that are recognized by their CD4 and/or CD8 T-cells and will be incorporated into GEN-009 in the form of SLPs. Each personalized vaccine contains between four and twenty SLPs.",
"C162875",-1,0,0,0,-1,"DisplayName | DisplayName changed",4/24/2019 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","AB154","AB154","Anti-TIGIT Monoclonal Antibody AB154","A humanized immunoglobulin G1 (IgG1) monoclonal antibody targeting the co-inhibitory molecule and immune checkpoint inhibitor T-cell immunoreceptor with immunoglobulin (Ig) and immunoreceptor tyrosine-based inhibitory motif (ITIM) domains (TIGIT), with potential immune checkpoint inhibitory activity. Upon administration, anti-TIGIT monoclonal antibody AB154 targets and binds to TIGIT expressed on various immune cells, particularly on tumor-infiltrating T-lymphocytes (TILs), thereby preventing the interaction of TIGIT with its ligands CD112 (nectin-2; poliovirus receptor related-2; PRR2; PVRL2) and CD155 (poliovirus receptor; PVR; nectin-like protein 5; NECL-5). This enhances the interaction of CD112 and CD155 with the costimulatory receptor CD226 (DNAX Accessory molecule-1; DNAM-1), which is expressed on immune cells, such as natural killer (NK) cells and CD8+ T-cells. This leads to CD226 dimerization and CD226-mediated signaling and activates the immune system to exert a T-cell-mediated immune response against cancer cells. TIGIT, a member of the Ig super family (IgSF) and an immune inhibitory receptor, plays a key role in the suppression of T-cell proliferation and activation; it is involved in tumor cell immune evasion, and the inhibition of antiviral immune responses.",
"C162877",-1,0,0,0,-1,"Existing unreviewed code",,0,0,,"Lignin-derived Polyphenolic Composition with Ammonium Molybdate BP-C2","Lignin-derived Polyphenolic Composition with Ammonium Molybdate BP-C2","Lignin-derived Polyphenolic Composition with Ammonium Molybdate BP-C2","An orally bioavailable solution containing lignin-derived benzene-polycarboxylic acids mixed with ammonium molybdate, with potential use as an adjuvant and with potential radioprotective and regenerative activities. Upon oral administration, lignin-derived polyphenolic composition with ammonium molybdate BP-C2 is also able to stimulate the innate immune system and upregulates a variety of cytokines including interferon (IFN), tumor necrosis factor-alpha (TNF-alpha), granulocyte macrophage-colony stimulating factor (GM-CSF), and various interleukins (ILs) such as IL-6, IL-22 and IL-25, and induces the production of innate lymphoid cells. BP-C2 stimulates the production of intestinal epithelial cells thereby protecting the gastrointestinal (GI) tract against GI-induced cytotoxic side effects caused by certain anti-tumor agents. Additionally, BP-C2 scavenges free radicals, inhibits lipid oxidation, and protects cells against radiation-induced damage. Molybdenum, an essential micronutrient, acts as a cofactor in multiple detoxification system enzymes. BP-C2 may also stimulate the production of hematopoietic progenitor cells, thereby correcting hematological abnormalities such as anemia, thrombocytopenia and neutropenia, which are also caused by certain anti-cancer agents.",
"C162878",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Lenalidomide Analog KPG-121","Lenalidomide Analog KPG-121","Lenalidomide Analog KPG-121","A lenalidomide analog with potential anti-angiogenic and immunomodulatory activities. Upon oral administration, lenalidomide analog KPG-121 may inhibit tumor necrosis factor alpha (TNF-alpha) production, stimulate T-lymphocytes, reduce serum levels of vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF; FGF2), and inhibit angiogenesis. Additionally, KPG-121 may promote G1 cell cycle arrest and induce apoptosis in malignant cells.",
"C162935",-1,0,0,0,0,,2/27/2020 0:00:00,-1,0,"Other","Mesothelin/CD3e Tri-specific T-cell Activating Construct HPN536","Mesothelin/CD3e Tri-specific T-cell Activating Construct HPN536","Mesothelin/CD3e Tri-specific T-cell Activating Construct HPN536","recombinant antibody derivative composed of a tri-specific T-cell activating construct (TriTAC) directed against the human tumor-associated antigen (TAA) mesothelin (MSLN) and the epsilon domain of CD3 antigen (CD3e) found on T-lymphocytes which are both linked to either side of an anti-albumin single domain antibody, with potential immunostimulating and antineoplastic activities. Upon administration of the MSLN/CD3e TriTAC HPN536, the anti-MSLN single antibody domain targets and binds MSLN on tumor cells and the anti-CD3e single-chain variable fragment (scFv) targets and binds to CD3e on cytotoxic T-lymphocytes (CTLs), thereby bringing MSLN-expressing tumor cells and CTLs together, which results in the CTL-mediated cell death of MSLN-expressing tumor cells. The albumin-binding domain targets and binds to serum albumin, thereby extending the serum half-life of HPN536. MSLN is overexpressed on the surface of certain tumor cell types. Overexpression of MSLN is often associated with poor prognosis.",
"C162936",-1,0,0,0,0,,7/29/2019 0:00:00,0,0,"Targeted Therapy","REGN5678","REGN5678","Anti-PSMA/CD28 Bispecific Antibody REGN5678","A bispecific antibody directed against both the tumor-associated antigen (TAA) prostate-specific membrane antigen (PSMA) and the co-stimulatory T-cell-specific surface glycoprotein CD28, with potential immunostimulating and antineoplastic activities. Upon administration of anti-PSMA/CD28 bispecific antibody REGN5678, this bispecific antibody binds to both CD28 on cytotoxic T-lymphocytes (CTLs) and PSMA found on PSMA-expressing tumor cells. This activates and redirects CTLs to PSMA-expressing tumor cells, which may result in the CTL-mediated cell death of PSMA-expressing tumor cells. PSMA is overexpressed on the surface of metastatic and hormone-refractory prostate cancer cells.",
"C16300",-1,0,0,0,-1,"Existing unreviewed code",,0,-1,"Other","T-Cell Surface Glycoprotein CD4","T-Cell Surface Glycoprotein CD4","T-Cell Surface Glycoprotein CD4","T-cell surface glycoprotein CD4 (458 aa, ~51 kDa) is encoded by the human CD4 gene. This protein plays a role in antigen recognition and HIV entry.",
"C163020",-1,0,0,0,0,,2/21/2019 0:00:00,0,0,"Targeted Therapy","IPH5401","IPH5401","Anti-C5aR Monoclonal Antibody IPH5401","A human monoclonal antibody targeting the C5a receptor (C5aR), with potential immunomodulating activity.  Upon administration, the anti-C5aR monoclonal antibody IPH5401 specifically targets, binds to and blocks C5aR expressed on subsets of myeloid-derived suppressor cells (MDSCs) and neutrophils. This prevents the binding of its ligand C5a to C5aR and prevents the C5aR-mediated activation and accumulation of these cells in the tumor microenvironment (TME), and abrogates the secretion of inflammatory and angiogenic factors by these cells. This results in the activation of T- and natural killer (NK) cells, the induction of anti-tumor immune responses and inhibits tumor cell proliferation. C5a, a factor in the complement cascade, is often overexpressed in tumors, where it attracts and activates MDSCs and neutrophils in the TME.",
"C163022",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,,"Anti-CD3/CD20 Bispecific Antibody GEN3013","Anti-CD3/CD20 Bispecific Antibody GEN3013","Anti-CD3/CD20 Bispecific Antibody GEN3013","A bispecific monoclonal antibody, with potential immunomodulating and antineoplastic activities. Anti-CD20/CD3 monoclonal antibody GEN3013 contains two antigen-recognition sites: one for human CD3, a T-cell surface antigen, and one for human CD20, a tumor-associated antigen (TAA) that is exclusively expressed on B-cells during most stages of B-cell development and is often overexpressed in B-cell malignancies. Upon administration, GEN3013 binds to both T-cells and CD20-expressing B-lineage tumor cells. The resulting cross-linkage may trigger a potent cytotoxic T-lymphocyte (CTL) response against the CD20-expressing tumor B-cells.",
"C1635",-1,0,0,0,0,,3/5/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","Bexarotene","Bexarotene",,"A synthetic retinoic acid agent with potential antineoplastic, chemopreventive, teratogenic and embryotoxic properties.  Bexarotene selectively binds to and activates retinoid X receptors (RXRs), thereby inducing changes in gene expression that lead to cell differentiation, decreased cell proliferation, apoptosis of some cancer cell types, and tumor regression. (NCI04)",
"C1639",-1,0,0,0,0,,3/7/2019 0:00:00,0,0,"Radiation Therapy","Iodine I-131","Iodine I-131",,"A radioactive isotope of iodine with an atomic mass of 131, a half life of eight days, and potential antineoplastic activity. Selectively accumulating in the thyroid gland, iodine I 131 emits beta and gamma particles, thereby killing thyroid cells and decreasing thyroid hormone production.",
"C163976",-1,0,0,-1,-1,"Novel NCI code",,-1,0,,"Anti-PSMA/CD3 Bispecific Antibody JNJ-63898081","Anti-PSMA/CD3 Bispecific Antibody JNJ-63898081","Anti-PSMA/CD3 Bispecific Antibody JNJ-63898081","A bispecific antibody composed of two single-chain variable fragments (scFv), one directed against the tumor-associated antigen (TAA) human prostate-specific membrane antigen (PSMA), fused to one that is directed against the CD3 antigen found on T-lymphocytes, with potential immunostimulating and antineoplastic activities. Upon administration of anti-PSMA/CD3 bispecific antibody JNJ-63898081, this bispecific antibody binds to both CD3 on cytotoxic T-lymphocytes (CTLs) and PSMA found on PSMA-expressing tumor cells. This activates and redirects CTLs to PSMA-expressing tumor cells, which results in the CTL-mediated cell death of PSMA-expressing tumor cells. PSMA, a tumor associated antigen, is overexpressed on the surface of metastatic and hormone-refractory prostate cancer cells.",
"C163977",-1,0,0,-1,0,,5/21/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","TJ011133","TJ011133","Anti-CD47 Monoclonal Antibody TJC4","A human monoclonal antibody targeting the human cell surface antigen CD47, with potential phagocytosis-inducing and antineoplastic activities. Upon administration, anti-CD47 monoclonal antibody TJC4 preferentially binds to a unique epitope of CD47 on tumor cells. This blocks the interaction of CD47 with signal regulatory protein alpha (SIRPalpha), an inhibitory protein expressed on macrophages and dendritic cells (DCs), which prevents CD47/SIRPalpha-mediated signaling and abrogates the CD47/SIRPalpha-mediated inhibition of phagocytosis. This induces pro-phagocytic signaling mediated by the binding of calreticulin (CRT), which is specifically expressed on the surface of tumor cells, to low-density lipoprotein (LDL) receptor-related protein (LRP), expressed on macrophages, which results in macrophage activation and the specific phagocytosis of tumor cells. Additionally, blocking CD47 signaling activates an anti-tumor T-lymphocyte immune response and T-cell-mediated killing of CD47-expressing tumor cells. CD47, also called integrin-associated protein (IAP), is a tumor-associated antigen (TAA) expressed on normal, healthy hematopoietic stem cells (HSCs) and overexpressed on the surface of a variety of cancer cells. Expression of CD47, and its interaction with SIRPalpha, leads to the inhibition of macrophage activation and protects cancer cells from phagocytosis, which allows cancer cells to proliferate. TJC4, compared to other anti-CD47 monoclonal antibodies, is designed to minimize inherent binding to normal red blood cells (RBCs), which may results in a more advantageous hematologic safety profile.",
