"ConceptCode","Target_IDX","PreferredName","AnnotationDate","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","LAM_Flag","HGNC_Symbol","GeneVariant"
"C1872",13,"Midostaurin",10/1/2018 0:00:00,-1,0,0,0,"FGR",
"C1872",14,"Midostaurin",10/1/2018 0:00:00,-1,0,0,0,"CDK1",
"C1874",1,"Pipendoxifene",10/23/2018 0:00:00,-1,0,0,0,"ESR1","wildtype"
"C1910",1,"GnRH agonist",3/1/2019 0:00:00,-1,0,0,0,"GNRH",
"C192",1,"Mesna",3/1/2018 0:00:00,-1,0,0,0,,
"C1920",1,"Attenuated Live Virus Vaccine",,-1,0,0,0,,
"C195",1,"Mercaptopurine",10/3/2018 0:00:00,-1,0,0,0,,
"C1953",1,"Interferon alfa-2b",3/1/2018 0:00:00,-1,0,0,0,,
"C1967",1,"Tyrosine Kinase Inhibitor",9/17/2018 0:00:00,-1,0,0,0,"general",
"C1978",1,"GVAX",3/1/2018 0:00:00,-1,0,0,0,,
"C198",1,"Acetaminophen",3/6/2019 0:00:00,-1,0,0,0,,
"C19817",1,"HSV-Tk",3/1/2019 0:00:00,-1,0,0,0,"TK",
"C1985",1,"Sipuleucel-T",3/1/2018 0:00:00,-1,0,0,0,,
"C2005",1,"SGN-14",5/23/2017 0:00:00,-1,0,0,0,"CD40",
"C2007",1,"Monoclonal Antibody SGN-30",,-1,0,0,0,,
"C2012",1,"Matuzumab",10/10/2018 0:00:00,-1,0,0,0,"EGFR",
"C2030",1,"Tyrphostin AG 1288",,-1,0,0,0,,
"C2037",1,"IMC-1C11",10/10/2018 0:00:00,-1,0,0,0,"KDR",
"C2039",1,"Bevacizumab",6/20/2017 0:00:00,-1,0,0,0,"VEGFA",
"C2041",1,"KF58333",10/23/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C2041",2,"KF58333",10/23/2018 0:00:00,-1,0,0,0,"RAF1","wildtype"
"C2041",3,"KF58333",10/23/2018 0:00:00,-1,0,0,0,"AKT1","wildtype"
"C20496",1,"Inerferon Gamma",9/16/2018 0:00:00,-1,0,0,0,,
"C20506",1,"Interleukin-1",,-1,0,0,0,,
"C20507",1,"Interleukin-2",3/1/2018 0:00:00,-1,0,0,0,,
"C2057",1,"Lapuleucel-T",10/2/2018 0:00:00,-1,0,0,0,"ERBB2",
"C2073",1,"Monoclonal Antibody B1",10/23/2018 0:00:00,-1,0,0,0,"CD20","wildtype"
"C2167",1,"Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor",10/10/2018 0:00:00,-1,0,0,0,"EGFR",
"C2192",1,"TRICOM",10/10/2018 0:00:00,-1,0,0,0,,
"C2194",1,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"BRAF",
"C2194",2,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"RAF1",
"C2194",3,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"FLT4",
"C2194",4,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"KDR",
"C2194",5,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"PDGFRB",
"C2194",6,"Sorafenib Tosylate",8/13/2018 0:00:00,-1,0,0,0,"Raf kinase",
"C2204",1,"Adenovirus B7-1",,-1,0,0,0,,
"C2207",1,"MDX447",10/23/2018 0:00:00,-1,0,0,0,"FCGR1A","wildtype"
"C2207",2,"MDX447",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2210",1,"CC-1088",,-1,0,0,0,,
"C2213",1,"Liposomal Daunorubicin Citrate",10/2/2018 0:00:00,-1,0,0,0,,
"C2222",1,"IL12",2/28/2018 0:00:00,-1,0,0,0,"IL12",
"C2229",1,"Visilizumab",10/23/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C2233",1,"Phenethyl Isothiocyanate",,-1,0,0,0,"MAPK1",
"C2233",2,"Phenethyl Isothiocyanate",10/23/2018 0:00:00,-1,0,0,0,"MAPK3","wildtype"
"C2233",3,"Phenethyl Isothiocyanate",10/23/2018 0:00:00,-1,0,0,0,"MAPK8","wildtype"
"C2233",4,"Phenethyl Isothiocyanate",10/23/2018 0:00:00,-1,0,0,0,"MAPK9","wildtype"
"C2233",5,"Phenethyl Isothiocyanate",10/23/2018 0:00:00,-1,0,0,0,"MAPK10","wildtype"
"C2237",1,"Recombinant Vaccinia-B7.1 Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C2241",1,"MVA-MUC1-IL2 Vaccine",3/1/2018 0:00:00,-1,0,0,0,,
"C226",1,"Eflornithine",3/6/2019 0:00:00,-1,0,0,0,,
"C2305",1,"WT1-Ricin A Immunotoxin",10/23/2018 0:00:00,-1,0,0,0,"CD7","wildtype"
"C2370",1,"3F8",9/14/2018 0:00:00,-1,0,0,0,"GD2",
"C2374",1,"TP40 Immunotoxin",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2381",1,"Etanercept",,-1,0,0,0,,
"C2383",1,"DAB389EGF",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2385",1,"Theramide",,-1,0,0,0,,
"C2419",1,"HPV 16 E7:12-20 Peptide Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C2467",1,"Peptide 946-Tetanus Peptide Conjugate Melanoma Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C2471",1,"Ad5CMV-p53 Gene",10/2/2018 0:00:00,-1,0,0,0,"TP53",
"C2485",1,"ALVAC-hB7.1",,-1,0,0,0,,
"C2492",1,"Von Hippel-Lindau Peptide Vaccine",10/23/2018 0:00:00,-1,0,0,0,,
"C2493",1,"RAd-hCD40L",2/28/2018 0:00:00,-1,0,0,0,,
"C2509",1,"hu14.18-IL2",8/27/2019 0:00:00,-1,0,0,0,"GD2",
"C2521",1,"Fowlpox Virus Vaccine",,-1,0,0,0,,
"C2524",1,"Ocaratuzumab",5/23/2017 0:00:00,-1,0,0,0,"MS4A1",
"C2537",1,"HER-2/neu Peptide Vaccine",10/31/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C2539",1,"BIBX 1382",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2543",1,"Tositumomab",5/23/2017 0:00:00,-1,0,0,0,"MS4A1",
"C2548",1,"Prostatic Acid Phosphatase-Sargramostim Fusion Protein",10/10/2018 0:00:00,-1,0,0,0,"ACPP",
"C2573",1,"Murine Monoclonal Antibody 2B8",,-1,0,0,0,,
"C2587",1,"Progenipoietin",10/10/2018 0:00:00,-1,0,0,0,"CSF3",
"C2587",2,"Progenipoietin",10/10/2018 0:00:00,-1,0,0,0,"FLT3",
"C2594",1,"Therapeutic Autologous Dendritic Cells",10/23/2018 0:00:00,-1,0,0,0,,
"C2617",1,"EGFR Antisense DNA",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2620",1,"Recombinant Fowlpox-CEA(6D)/TRICOM Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C2635",1,"Pirfenidone",12/18/2018 0:00:00,-1,0,0,0,,
"C2644",1,"Doxorubicin-Magnetic Targeted Carrier Complex",10/23/2018 0:00:00,-1,0,0,0,,
"C26441",1,"Iratumumab",,-1,0,0,0,,
"C26444",1,"Golnerminogene Pradenovec",,-1,0,0,0,,
"C26447",1,"Galiximab",9/13/2017 0:00:00,-1,0,0,0,"CD28",
"C26447",2,"Galiximab",9/13/2017 0:00:00,-1,0,0,0,"CD80",
"C2654",1,"Ipilimumab",10/31/2018 0:00:00,-1,0,0,0,"CTLA4","wildtype"
"C2658",1,"Ertumaxomab",10/23/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C2658",2,"Ertumaxomab",10/23/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C2658",3,"Ertumaxomab",10/23/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C2658",4,"Ertumaxomab",10/23/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C2658",5,"Ertumaxomab",10/23/2018 0:00:00,-1,0,0,0,"CD3","wildtype"
"C26640",1,"CMV N495 Peptide",,-1,0,0,0,,
"C26644",1,"Eribulin Mesylate",3/1/2018 0:00:00,-1,0,0,0,,
"C26648",1,"CP-724,714",10/23/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C26653",1,"Lapatinib",7/17/2018 0:00:00,-1,0,0,0,"EGFR",
"C26653",2,"Lapatinib",7/17/2018 0:00:00,-1,0,0,0,"ERBB2",
"C26653",3,"Lapatinib",7/17/2018 0:00:00,-1,0,0,0,"MAPK1",
"C26653",4,"Lapatinib",7/17/2018 0:00:00,-1,0,0,0,"MAPK3",
"C26655",1,"Forodesine Hydrochloride",10/23/2018 0:00:00,-1,0,0,0,"PNP","wildtype"
"C2666",1,"Recombinant Fowlpox-B7.1 Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C26661",1,"Modafinil",4/1/2019 0:00:00,-1,0,0,0,,
"C26673",1,"Sunitinib Malate",6/20/2017 0:00:00,-1,0,0,0,"KDR",
"C26673",2,"Sunitinib Malate",6/20/2017 0:00:00,-1,0,0,0,"PDGFR-beta",
"C26673",3,"Sunitinib Malate",6/20/2017 0:00:00,-1,0,0,0,"c-Kit",
"C26673",4,"Sunitinib Malate",6/20/2017 0:00:00,-1,0,0,0,"FLT3 phosphorylation",
"C2668",1,"Lenalidomide",1/22/2018 0:00:00,-1,0,0,0,"TNF",
"C2668",2,"Lenalidomide",1/22/2018 0:00:00,-1,0,0,0,"VEGFA",
"C2668",3,"Lenalidomide",1/22/2018 0:00:00,-1,0,0,0,"bFGF",
"C2670",1,"CI-1040",10/2/2018 0:00:00,-1,0,0,0,"MAP2K1",
"C2670",2,"CI-1040",10/2/2018 0:00:00,-1,0,0,0,"MAP2K2",
"C2678",1,"Beta-Glucan",3/4/2019 0:00:00,-1,0,0,0,,
"C2682",1,"Ziv-Aflibercept",3/4/2019 0:00:00,-1,0,0,0,,
"C2688",1,"Nab-Paclitaxel",11/8/2018 0:00:00,-1,0,0,0,,
"C2693",1,"Erlotinib",6/20/2017 0:00:00,-1,0,0,0,"EGFR",
"C2703",1,"Mistletoe Extract",3/6/2019 0:00:00,-1,0,0,0,,
"C2712",1,"E7.6.3",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2713",1,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2713",2,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"SRC","wildtype"
"C2713",3,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"MAP2K1","wildtype"
"C2713",4,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"MAP2K2","wildtype"
"C2713",5,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"MAPK3","wildtype"
"C2713",6,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"MAPK1","wildtype"
"C2713",7,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C2713",8,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"ARAF","wildtype"
"C2713",9,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"BRAF","wildtype"
"C2713",10,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"RAF1","wildtype"
"C2713",11,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"RAF","wildtype"
"C2713",12,"Pelitinib",10/23/2018 0:00:00,-1,0,0,0,"ERBB4","wildtype"
"C2714",1,"EMD 55900",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2720",1,"ICR62",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype and EGFRvIII"
"C2727",1,"PD-168393",10/23/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C2733",1,"Nimotuzumab",7/18/2017 0:00:00,-1,0,0,0,"EGFR",
"C2737",1,"Vandetanib",9/24/2018 0:00:00,-1,0,0,0,"EGFR",
"C2737",2,"Vandetanib",9/24/2018 0:00:00,-1,0,0,0,"KDR",
"C2737",3,"Vandetanib",9/24/2018 0:00:00,-1,0,0,0,"RET",
"C2739",1,"Monoclonal Antibody 7C11",,-1,0,0,0,,
"C2740",1,"VHL16 Peptide",10/23/2018 0:00:00,-1,0,0,0,"VHL","VHL S111I"
"C2741",1,"VHL14 Peptide",10/23/2018 0:00:00,-1,0,0,0,"VHL","VHL 166"
"C2742",1,"ALVAC-B7-CEA",,-1,0,0,0,,
"C2745",1,"B7 Transfected Melanoma Cell Vaccine",,-1,0,0,0,,
"C2760",1,"gp100 and GM-CSF DNA/Gold Vaccine",10/23/2018 0:00:00,-1,0,0,0,,
"C2776",1,"MART-1 Fowlpox Vaccine",,-1,0,0,0,,
"C2777",1,"Monoclonal Antibody 95-5-49",10/24/2018 0:00:00,-1,0,0,0,"CD2","wildtype"
"C28235",1,"Valacyclovir",3/1/2018 0:00:00,-1,0,0,0,,
"C2824",1,"VHL2 (Y12M) Peptide",10/24/2018 0:00:00,-1,0,0,0,"VHL","VHL Y12M"
"C285",1,"Ascorbic Acid",3/1/2018 0:00:00,-1,0,0,0,,
"C286",1,"Asparaginase",10/3/2018 0:00:00,-1,0,0,0,,
"C28694",1,"Lapachone",10/24/2018 0:00:00,-1,0,0,0,"TOP1","wildtype"
"C28694",2,"Lapachone",10/24/2018 0:00:00,-1,0,0,0,"IDO1","wildtype"
"C287",1,"Aspirin",3/1/2018 0:00:00,-1,0,0,0,,
"C28776",1,"(H115D)VHL35 Peptide",10/24/2018 0:00:00,-1,0,0,0,"VHL","VHL Mutant"
"C288",1,"Azacitidine",6/20/2017 0:00:00,-1,0,0,0,"DNA methyltransferase",
"C28827",1,"Anthralin",10/24/2018 0:00:00,-1,0,0,0,,
"C28898",1,"Abatacept",,-1,0,0,0,,
"C28900",1,"Calcipotriene",2/28/2019 0:00:00,-1,0,0,0,,
"C28906",1,"Carvedilol",3/1/2019 0:00:00,-1,0,0,0,,
"C28974",1,"Delavirdine Mesylate",,-1,0,0,0,,
"C29040",1,"FGF-5:172-176 / 217-220 Peptide",,-1,0,0,0,,
"C29045",1,"Famotidine",3/1/2018 0:00:00,-1,0,0,0,"HRH2",
"C29045",2,"Famotidine",3/1/2018 0:00:00,-1,0,0,0,"propanimidamide",
"C29065",1,"FrSh61 (MEA) VHL33 Peptide",10/24/2018 0:00:00,-1,0,0,0,"VHL","VHLp18(MEA)"
"C29165",1,"Losartan Potassium",10/24/2018 0:00:00,-1,0,0,0,"AGTR1","wildtype"
"C29176",1,"Monoclonal Antibody hLEU 2A",10/24/2018 0:00:00,-1,0,0,0,"CD8","wildtype"
"C29176",2,"Monoclonal Antibody hLEU 2A",10/24/2018 0:00:00,-1,0,0,0,"CD8A","wildtype"
"C29176",3,"Monoclonal Antibody hLEU 2A",10/24/2018 0:00:00,-1,0,0,0,"CD8B","wildtype"
"C29198",1,"1F5",5/23/2017 0:00:00,-1,0,0,0,"MS4A1",
"C29201",1,"Monoclonal Antibody 528",10/24/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C29229",1,"RG 83852",10/24/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C29251",1,"Metformin Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,,
"C29277",1,"Nevirapine",,-1,0,0,0,,
"C29316",1,"Falimarev",,-1,0,0,0,,
"C29317",1,"Inalimarev",,-1,0,0,0,,
"C29382",1,"Propranolol Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,,
"C29474",1,"Transferrin Receptor-Targeted Liposomal p53 Cdna",10/24/2018 0:00:00,-1,0,0,0,,
"C29536",1,"Valproate",6/20/2017 0:00:00,-1,0,0,0,"HDAC",
"C29556",1,"gp100 Peptide-sensitized Autologous T-cells (CD4+ and CD8+)",,-1,0,0,0,,
"C29558",1,"rF-MUC1(DF3)/TRICOM Vaccine",,-1,0,0,0,,
"C29559",1,"rF-PSA/PSMA/TRICOM",,-1,0,0,0,,
"C29561",1,"rMVA-PSA/PSMA/TRICOM",,-1,0,0,0,,
"C298",1,"BCG Vaccine",3/1/2018 0:00:00,-1,0,0,0,,
"C29852",1,"Rebamipide",,-1,0,0,0,,
"C29981",1,"Ibritumomab Tiuxetan",10/25/2018 0:00:00,-1,0,0,0,"CD20","wildtype"
"C29982",1,"ALVAC-CEA (6D)-B7.1 Vaccine",,-1,0,0,0,,
"C313",1,"Bleomycin",1/22/2018 0:00:00,-1,0,0,0,,
"C321",1,"Busulfan",9/11/2018 0:00:00,-1,0,0,0,"DNA alkylation",
"C33987",1,"Peginterferon alfa-2a",3/1/2018 0:00:00,-1,0,0,0,,
"C362",1,"Chlorambucil",10/2/2018 0:00:00,-1,0,0,0,,
"C365",1,"Chlormadinone Acetate",10/25/2018 0:00:00,-1,0,0,0,"PGR","wildtype"
"C365",2,"Chlormadinone Acetate",10/25/2018 0:00:00,-1,0,0,0,"AR","wildtype"
"C37279",1,"Interferon Gamma Receptor Complex",,-1,0,0,0,,
"C37448",1,"AG-858",10/25/2018 0:00:00,-1,0,0,0,"HSPA1A","wildtype"
"C37448",2,"AG-858",10/25/2018 0:00:00,-1,0,0,0,"HSPA1B","wildtype"
"C37448",3,"AG-858",10/25/2018 0:00:00,-1,0,0,0,"HSPA1L","wildtype"
"C37451",1,"Tesetaxel",3/5/2019 0:00:00,-1,0,0,0,,
"C37452",1,"Ixabepilone",3/1/2018 0:00:00,-1,0,0,0,"tubulin",
"C376",1,"Cisplatin",3/1/2018 0:00:00,-1,0,0,0,,
"C37899",1,"Tanespimycin",10/2/2018 0:00:00,-1,0,0,0,"HSP90AA1",
"C38122",1,"VHL-42: 65-76(V74G) Peptide",10/24/2018 0:00:00,-1,0,0,0,"VHL","VHL V74G"
"C38123",1,"VHL-59: 116-128 Peptide",10/25/2018 0:00:00,-1,0,0,0,"VHL","VHL FrSh116-128"
"C38142",1,"Alvespimycin",10/2/2018 0:00:00,-1,0,0,0,"HSP90AA1",
"C38685",1,"Siplizumab",5/23/2017 0:00:00,-1,0,0,0,"CD2",
"C38692",1,"Pertuzumab",6/20/2017 0:00:00,-1,0,0,0,"ERBB2",
"C38693",1,"Paricalcitol",3/1/2018 0:00:00,-1,0,0,0,,
"C38713",1,"Dasatinib",7/18/2017 0:00:00,-1,0,0,0,"SRC-family kinases",
"C38717",1,"Anakinra",5/23/2017 0:00:00,-1,0,0,0,"IL1B",
"C38718",1,"Axitinib",6/20/2017 0:00:00,-1,0,0,0,"PDGF",
"C38718",2,"Axitinib",6/20/2017 0:00:00,-1,0,0,0,"VEGFA",
"C38897",1,"CD3 Complex",,-1,0,0,0,,
"C401",1,"Curcumin",2/27/2019 0:00:00,-1,0,0,0,,
"C405",1,"Cyclophosphamide",3/1/2018 0:00:00,-1,0,0,0,,
"C407",1,"Cyproterone",10/25/2018 0:00:00,-1,0,0,0,"AR","wildtype"
"C408",1,"Cytarabine",9/26/2018 0:00:00,-1,0,0,0,,
"C411",1,"Dacarbazine",3/1/2018 0:00:00,-1,0,0,0,,
"C422",1,"Dexamethsone",3/1/2018 0:00:00,-1,0,0,0,,
"C456",1,"Doxorubicin",3/1/2018 0:00:00,-1,0,0,0,,
"C457",1,"Doxycycline",3/1/2019 0:00:00,-1,0,0,0,,
"C4727060",1,"QBM076",2/5/2020 0:00:00,-1,0,0,0,"CXCR2",
"C47393",1,"Aminophylline",,-1,0,0,0,,
"C47395",1,"Amlexanox",10/2/2018 0:00:00,-1,0,0,0,"TBK1",
"C47395",2,"Amlexanox",10/2/2018 0:00:00,-1,0,0,0,"IKBKE",
"C47488",1,"Diflorasone Diacetate",,-1,0,0,0,,
"C47581",1,"Levetiracetam",9/11/2018 0:00:00,-1,0,0,0,,
"C47640",1,"Olmesartan Medoxomil",10/25/2018 0:00:00,-1,0,0,0,"AGTR1","wildtype"
"C47680",1,"Potassium Iodide",3/7/2019 0:00:00,-1,0,0,0,,
"C47705",1,"Rimexolone",,-1,0,0,0,,
"C48003",1,"Methylprednisolone Acetate",,-1,0,0,0,,
"C48004",1,"Methylprednisolone Sodium Succinate",,-1,0,0,0,,
"C48369",1,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"EGFR",
"C48369",2,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"ERBB2",
"C48369",3,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"ABL1",
"C48369",4,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"FLT1",
"C48369",5,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"FLT3",
"C48369",6,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"SRC",
"C48369",7,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"KDR",
"C48369",8,"AEE788",10/2/2018 0:00:00,-1,0,0,0,"ERBB4",
"C48375",1,"Nilotinib",7/17/2018 0:00:00,-1,0,0,0,"ABL",
"C48378",1,"Saracatinib",9/28/2018 0:00:00,-1,0,0,0,"SRC",
"C48378",2,"Saracatinib",10/1/2018 0:00:00,-1,0,0,0,"ABL1",
"C48380",1,"AC480",10/2/2018 0:00:00,-1,0,0,0,"EGFR",
"C48380",2,"AC480",10/2/2018 0:00:00,-1,0,0,0,"ERBB2",
"C48380",3,"AC480",10/2/2018 0:00:00,-1,0,0,0,"ERBB4",
"C48382",1,"Bardoxolone",,-1,0,0,0,,
"C48383",1,"CNGRC Peptide-TNF Alpha Conjugate",,-1,0,0,0,,
"C48385",1,"Degarelix",2/21/2019 0:00:00,-1,0,0,0,,
"C48387",1,"Everolimus",3/1/2018 0:00:00,-1,0,0,0,"MTOR",
"C48390",1,"Fowlpox Virus Vaccine Vector",10/31/2018 0:00:00,-1,0,0,0,,
"C48391",1,"GM.CD40L",10/31/2018 0:00:00,-1,0,0,0,,
"C48402",1,"Lestaurtinib",10/2/2018 0:00:00,-1,0,0,0,"FLT3",
"C48404",1,"Tandutinib",10/2/2018 0:00:00,-1,0,0,0,"FLT3",
"C48404",2,"Tandutinib",10/2/2018 0:00:00,-1,0,0,0,"KIT",
"C48404",3,"Tandutinib",10/2/2018 0:00:00,-1,0,0,0,"PDGFRA",
"C48404",4,"Tandutinib",10/2/2018 0:00:00,-1,0,0,0,"PDGFRB",
"C48404",5,"Tandutinib",10/2/2018 0:00:00,-1,0,0,0,"CSF1R",
"C48405",1,"Lucatumumab",5/23/2017 0:00:00,-1,0,0,0,"CD40",
"C48406",1,"Veltuzumab",5/23/2017 0:00:00,-1,0,0,0,"MS4A1",
"C48418",1,"pNGVL4a-Sig/E7(detox)/HSP70 DNA Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C48636",1,"Lenvatinib Mesylate",2/26/2018 0:00:00,-1,0,0,0,"KDR",
"C48638",1,"Recombinant Vaccinia-Multiepitope Melanoma Peptides-B7.1-B7.2 Vaccine",10/31/2018 0:00:00,-1,0,0,0,,
"C48660",1,"Not Applicable",10/2/2018 0:00:00,-1,0,0,0,,
"C48812",1,"Belinostat",10/2/2018 0:00:00,-1,0,0,0,"HDAC1",
"C49061",1,"Ridaforolimus",10/1/2018 0:00:00,-1,0,0,0,"MTOR",
"C49085",1,"Tremelimumab",11/8/2018 0:00:00,-1,0,0,0,"CTLA4","wildtype"
"C49088",1,"Bavituximab",7/12/2018 0:00:00,-1,0,0,0,"anionic phospholipids",
"C49092",1,"Immunomodulator OHR/AVR118",,-1,0,0,0,,
"C49094",1,"Neratinib",3/1/2018 0:00:00,-1,0,0,0,"ERBB2",
"C491",1,"Etoposide",3/1/2018 0:00:00,-1,0,0,0,,
"C49176",1,"Palbociclib",6/20/2017 0:00:00,-1,0,0,0,"CDK4",
"C49176",2,"Palbociclib",6/20/2017 0:00:00,-1,0,0,0,"CDK6",
"C49177",1,"Recombinant dHER2 Vaccine",10/2/2018 0:00:00,-1,0,0,0,"ERBB2",
"C495",1,"Interferon Beta",3/1/2018 0:00:00,-1,0,0,0,,
"C49518",1,"PTPN11 wt Allele",10/2/2018 0:00:00,-1,0,0,0,"PTPN11",
"C505",1,"Fluorouracil",3/1/2018 0:00:00,-1,0,0,0,,
"C509",1,"Flutamide",3/6/2019 0:00:00,-1,0,0,0,"AR",
"C510",1,"Folic Acid",3/6/2019 0:00:00,-1,0,0,0,,
"C52100",1,"PSMD10 wt Allele",10/2/2018 0:00:00,-1,0,0,0,"PSMD10",
"C52184",1,"Atiprimod",10/25/2018 0:00:00,-1,0,0,0,"JAK2","wildtype"
"C52187",1,"Figitumumab",10/25/2018 0:00:00,-1,0,0,0,"IGF1R","wildtype"
"C52195",1,"PD0325901",10/2/2018 0:00:00,-1,0,0,0,"MAP2K1",
"C52195",2,"PD0325901",10/2/2018 0:00:00,-1,0,0,0,"MAP2K2",
"C52196",1,"Carfilzomib",3/13/2018 0:00:00,-1,0,0,0,,
"C52200",1,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"MET",
"C52200",2,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"RET",
"C52200",3,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"FLT1",
"C52200",4,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"KDR",
"C52200",5,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"FLT4",
"C52200",6,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"KIT",
"C52200",7,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"FLT3",
"C52200",8,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"TEK",
"C52200",9,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"NTRK2",
"C52200",10,"Cabozantinib",8/3/2017 0:00:00,-1,0,0,0,"AXL",
"C52659",1,"Therapeutic Vasoactive Intestinal Peptide",10/25/2018 0:00:00,-1,0,0,0,,
"C53396",1,"IRX-2",,-1,0,0,0,,
"C53398",1,"Dacomitinib",9/11/2018 0:00:00,-1,0,0,0,"EGFR",
"C53398",2,"Dacomitinib",9/11/2018 0:00:00,-1,0,0,0,"ERBB2",
"C53398",3,"Dacomitinib",9/11/2018 0:00:00,-1,0,0,0,"ERBB4",
"C53412",1,"PV-10",3/1/2018 0:00:00,-1,0,0,0,,
"C53436",1,"Saponin-Cholesterol-Phospholipid Adjuvant",,-1,0,0,0,,
"C557",1,"Hydroxychloroquine",3/1/2018 0:00:00,-1,0,0,0,,
"C560",1,"Hydroxyurea",3/1/2018 0:00:00,-1,0,0,0,,
"C564",1,"Ifosfamide",1/22/2018 0:00:00,-1,0,0,0,,
"C572",1,"Immunoglobulin",,-1,0,0,0,,
"C586",1,"Therapeutic Interleukin-1",10/25/2018 0:00:00,-1,0,0,0,,
"C603",1,"Isotretinoin",9/11/2018 0:00:00,-1,0,0,0,"RARs",
"C605",1,"Ketoconazole",4/1/2019 0:00:00,-1,0,0,0,,
"C607",1,"Leucovorin Calcium",3/1/2018 0:00:00,-1,0,0,0,,
"C60768",1,"Veliparib",7/18/2017 0:00:00,-1,0,0,0,"PARP1",
"C60768",2,"Veliparib",7/18/2017 0:00:00,-1,0,0,0,"PARP2",
"C60770",1,"Obatoclax",10/2/2018 0:00:00,-1,0,0,0,"BCL2",
"C60774",1,"Reolysin",3/1/2018 0:00:00,-1,0,0,0,,
"C60779",1,"Pazopanib Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,"FLT1",
"C60779",2,"Pazopanib Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,"KDR",
"C60779",3,"Pazopanib Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,"FLT4",
"C60779",4,"Pazopanib Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,"KIT",
